TIMESTAMP,ARIMA FORECAST
20131103 21:00,0.8468238898092731
20131103 22:00,0.8946248758151853
20131103 23:00,0.914297775530931
20131104 00:00,0.9452850731319792
20131104 01:00,0.9148351157771923
20131104 02:00,0.9097885349186026
20131104 03:00,0.8146030459044888
20131104 04:00,0.5420868284409819
20131104 05:00,0.2533699413893307
20131104 06:00,0.27748827497674855
20131104 07:00,0.30199786956260405
20131104 08:00,0.35584788936201145
20131104 09:00,0.3145659445873805
20131104 10:00,0.39205387662256413
20131104 11:00,0.4868516874939713
20131104 12:00,0.8362357304203041
20131104 13:00,0.9752856575166055
20131104 14:00,0.9146046376275966
20131104 15:00,0.9809346102049733
20131104 16:00,0.9549679197246808
20131104 17:00,0.9351261878522559
20131104 18:00,0.9489867853839445
20131104 19:00,0.9564973650582027
20131104 20:00,0.9457061667127286
20131104 21:00,0.9270644197402
20131104 22:00,0.915471289543119
20131104 23:00,0.8011469264258646
20131105 00:00,0.7691287568274073
20131105 01:00,0.8342327926703406
20131105 02:00,0.48667312792569567
20131105 03:00,0.43457994356679847
20131105 04:00,0.10877926260679541
20131105 05:00,0.08216982297155495
20131105 06:00,0.018706627608614725
20131105 07:00,0.015741075161094915
20131105 08:00,0.024928923240807324
20131105 09:00,0.02638675653780695
20131105 10:00,0.08551763081291498
20131105 11:00,0.2622575141252259
20131105 12:00,0.30608685894138593
20131105 13:00,0.31577693873554097
20131105 14:00,0.33001346708196183
20131105 15:00,0.3629415654389291
20131105 16:00,0.3289766926464174
20131105 17:00,0.2979904555037079
20131105 18:00,0.3820020474915429
20131105 19:00,0.5534882413667552
20131105 20:00,0.4346751688895967
20131105 21:00,0.5569070247185786
20131105 22:00,0.5153411854648495
20131105 23:00,0.6987066273158623
20131106 00:00,0.5986570759708983
20131106 01:00,0.4930383857993517
20131106 02:00,0.30308492197028014
20131106 03:00,0.13623852820526602
20131106 04:00,0.12345176230637357
20131106 05:00,0.08598844422812318
20131106 06:00,0.06843285343158662
20131106 07:00,0.054031605906994754
20131106 08:00,0.09849151298109741
20131106 09:00,0.08015465273636851
20131106 10:00,0.041284984820397
20131106 11:00,0.13724607443977288
20131106 12:00,0.20992938650697943
20131106 13:00,0.23227638805802273
20131106 14:00,0.24915159025975686
20131106 15:00,0.44614857279127784
20131106 16:00,0.6722597520716654
20131106 17:00,0.10458293273140837
20131106 18:00,0.0034048261883112725
20131106 19:00,0.031145937322810204
20131106 20:00,0.11147722576619956
20131106 21:00,0.5402936269884416
20131106 22:00,0.23003797742780407
20131106 23:00,0.21305672218898894
20131107 00:00,0.21901215888679124
20131107 01:00,0.049198832653835525
20131107 02:00,0.11521571878627154
20131107 03:00,0.16117694715655664
20131107 04:00,0.5211284744270394
20131107 05:00,0.512142126907577
20131107 06:00,0.1858693465270666
20131107 07:00,0.15081182209545163
20131107 08:00,0.7003762190542207
20131107 09:00,0.5563701771670729
20131107 10:00,0.1793622903909731
20131107 11:00,0.9265041187611205
20131107 12:00,0.1773943858594202
20131107 13:00,0.2897165105108503
20131107 14:00,0.8877076521025554
20131107 15:00,0.5517374733417405
20131107 16:00,0.5476754918625436
20131107 17:00,0.9946630880554007
20131107 18:00,0.25328349224759544
20131107 19:00,0.6893593809284853
20131107 20:00,0.5392203995652574
20131107 21:00,0.7793404736428451
20131107 22:00,0.90072467214962
20131107 23:00,0.8641603350005919
20131108 00:00,0.8426788867608735
20131108 01:00,0.7541043297954473
20131108 02:00,0.7712927021653172
20131108 03:00,0.40760982335652696
20131108 04:00,0.7752848087452211
20131108 05:00,0.852870057565927
20131108 06:00,0.9184439125956708
20131108 07:00,0.863721885015642
20131108 08:00,0.8287115706068241
20131108 09:00,0.770453169637711
20131108 10:00,0.6423636724748265
20131108 11:00,0.5787404710449723
20131108 12:00,0.3562966619407776
20131108 13:00,0.48708380111892596
20131108 14:00,0.2701364319118842
20131108 15:00,0.4884212158154413
20131108 16:00,0.39694708270102114
20131108 17:00,0.39561332879536576
20131108 18:00,0.43588555532523976
20131108 19:00,0.30174544794230335
20131108 20:00,0.4113057603483811
20131108 21:00,0.4446772333758634
20131108 22:00,0.27907047777062727
20131108 23:00,0.0732834446785181
20131109 00:00,0.12668828716308117
20131109 01:00,0.3055905200059575
20131109 02:00,0.19766820437589294
20131109 03:00,0.17741897073577262
20131109 04:00,0.19494497839484737
20131109 05:00,0.28791670607664993
20131109 06:00,0.29302567995549655
20131109 07:00,0.43780759803975844
20131109 08:00,0.5394898198852658
20131109 09:00,0.4786284168765216
20131109 10:00,0.6532036192588778
20131109 11:00,0.41100151350498004
20131109 12:00,0.515941327839398
20131109 13:00,0.603788939170811
20131109 14:00,0.6434406378847891
20131109 15:00,0.5867151997711593
20131109 16:00,0.5644917235937231
20131109 17:00,0.4628545761175214
20131109 18:00,0.5057932802166178
20131109 19:00,0.6235650006468609
20131109 20:00,0.5816903293516643
20131109 21:00,0.5652881718154805
20131109 22:00,0.5338627109414201
20131109 23:00,0.47086046794101677
20131110 00:00,0.7951714365557766
20131110 01:00,0.6222135562650798
20131110 02:00,0.35932421596994546
20131110 03:00,0.27376879225302087
20131110 04:00,0.25270295769487844
20131110 05:00,0.20182612991917093
20131110 06:00,0.2594064374085375
20131110 07:00,0.27315045784925074
20131110 08:00,0.3155427547023585
20131110 09:00,0.42823741655751274
20131110 10:00,0.3465006581943763
20131110 11:00,0.3091571225981788
20131110 12:00,0.3055025507676665
20131110 13:00,0.5350394725488961
20131110 14:00,0.7104495399739406
20131110 15:00,0.8252031765765211
20131110 16:00,0.660023247666857
20131110 17:00,0.7281931149257997
20131110 18:00,0.7036928274930632
20131110 19:00,0.5141956389453931
20131110 20:00,0.3437471993600654
20131110 21:00,0.19250011618588825
20131110 22:00,0.17371531393395712
20131110 23:00,0.1669020701569524
20131111 00:00,0.22494147545323648
20131111 01:00,0.1855582800663469
20131111 02:00,0.1606430054289839
20131111 03:00,0.23469151109685324
20131111 04:00,0.231903838862354
20131111 05:00,0.229950287419517
20131111 06:00,0.30659623490816046
20131111 07:00,0.278067764030191
20131111 08:00,0.2185110906448383
20131111 09:00,0.1859332211567774
20131111 10:00,0.7724519393798928
20131111 11:00,0.7339303261056023
20131111 12:00,0.44259792723850133
20131111 13:00,0.4051795693780041
20131111 14:00,0.42007500448057367
20131111 15:00,0.2423308351967257
20131111 16:00,0.24129620734902138
20131111 17:00,0.11746630140592748
20131111 18:00,0.012053625555579331
20131111 19:00,0.05174655053213481
20131111 20:00,0.09550205427194619
20131111 21:00,0.019486391153816687
20131111 22:00,0.03056214804236401
20131111 23:00,0.028503672879886786
20131112 00:00,0.027297936272360462
20131112 01:00,0.09960075634525098
20131112 02:00,0.15177592130747894
20131112 03:00,0.12861302846874775
20131112 04:00,0.20622217062608839
20131112 05:00,0.24364924104162353
20131112 06:00,0.23954752173363472
20131112 07:00,0.3321314346818975
20131112 08:00,0.4457357027684669
20131112 09:00,0.560228909748373
20131112 10:00,0.7639370013253092
20131112 11:00,0.50752418057634
20131112 12:00,0.3802214721428845
20131112 13:00,0.3230629181994646
20131112 14:00,0.4925500173294649
20131112 15:00,0.6466913618961708
20131112 16:00,0.4782040480495818
20131112 17:00,0.3610664553795952
20131112 18:00,0.3001567637972555
20131112 19:00,0.19808763186464104
20131112 20:00,0.13489214145572415
20131112 21:00,0.11627379498821701
20131112 22:00,0.042862897551593775
20131112 23:00,0.025748092165629583
20131113 00:00,0.02572806893076016
20131113 01:00,0.026476891137924053
20131113 02:00,0.02803677247722861
20131113 03:00,0.028874176003039615
20131113 04:00,0.02900492972810601
20131113 05:00,0.028999747183421947
20131113 06:00,0.03258135535262804
20131113 07:00,0.06737767721412109
20131113 08:00,0.16873516504076047
20131113 09:00,0.35996641787444894
20131113 10:00,0.5503987437375221
20131113 11:00,0.2863016899087775
20131113 12:00,0.31255391707422037
20131113 13:00,0.515495065789422
20131113 14:00,0.5440873146206215
20131113 15:00,0.19107726173403922
20131113 16:00,0.23378231184236317
20131113 17:00,0.20701158824481103
20131113 18:00,0.08142574585191592
20131113 19:00,0.1854252563646891
20131113 20:00,0.2804690702033931
20131113 21:00,0.5630377732102146
20131113 22:00,0.5809308349256989
20131113 23:00,0.3684140152033412
20131114 00:00,0.33082371143110456
20131114 01:00,0.2653439594923546
20131114 02:00,0.016050860825770404
20131114 03:00,0.020855694562976278
20131114 04:00,0.041132686356018286
20131114 05:00,0.319782835679432
20131114 06:00,0.5424836057778317
20131114 07:00,0.5791117046299087
20131114 08:00,0.28983054642071027
20131114 09:00,0.3024620593117251
20131114 10:00,0.1402796220615894
20131114 11:00,0.05094113036459154
20131114 12:00,0.22392776607700987
20131114 13:00,0.3502646095887091
20131114 14:00,0.3154103674015101
20131114 15:00,0.3111185644490318
20131114 16:00,0.3221277475630179
20131114 17:00,0.42160101811960093
20131114 18:00,0.2997897770247901
20131114 19:00,0.35055599043445895
20131114 20:00,0.26039888429917524
20131114 21:00,0.3189444537236759
20131114 22:00,0.41569801430583314
20131114 23:00,0.32811137782822153
20131115 00:00,0.3164317154946413
20131115 01:00,0.2019151282162406
20131115 02:00,0.1899350913290012
20131115 03:00,0.22733106821573146
20131115 04:00,0.459528241603351
20131115 05:00,0.3550865951242401
20131115 06:00,0.28019901140056075
20131115 07:00,0.09432428472585407
20131115 08:00,0.01631985636600488
20131115 09:00,0.05820366271350086
20131115 10:00,0.4111297320473933
20131115 11:00,0.24290307423848256
20131115 12:00,0.24440687470321792
20131115 13:00,0.35634906426689095
20131115 14:00,0.5867176730596086
20131115 15:00,0.8124811345873844
20131115 16:00,0.7801377523417068
20131115 17:00,0.9366541888975051
20131115 18:00,0.9084843365330217
20131115 19:00,0.9015447119824594
20131115 20:00,0.897229669919404
20131115 21:00,0.8647458657710511
20131115 22:00,0.8221175667269477
20131115 23:00,0.7365645945349144
20131116 00:00,0.7467878971568371
20131116 01:00,0.5747242763556503
20131116 02:00,0.26128039242426004
20131116 03:00,0.05650384897073417
20131116 04:00,0.013477698708809922
20131116 05:00,0.04188412861131489
20131116 06:00,0.08799108221726165
20131116 07:00,0.09749302887831475
20131116 08:00,0.14417355482125394
20131116 09:00,0.2461523594914935
20131116 10:00,0.36902082517632595
20131116 11:00,0.49315091560394986
20131116 12:00,0.6701844554855714
20131116 13:00,0.5010731248882146
20131116 14:00,0.5529347594852032
20131116 15:00,0.3846447879935917
20131116 16:00,0.39760508884260254
20131116 17:00,0.4395221341010413
20131116 18:00,0.3730098315739064
20131116 19:00,0.32563459943362505
20131116 20:00,0.33730891076041114
20131116 21:00,0.2644019119003269
20131116 22:00,0.2111832217075541
20131116 23:00,0.13122131753876326
20131117 00:00,0.16962637960638993
20131117 01:00,0.17426276731315907
20131117 02:00,0.02454350658447241
20131117 03:00,0.03644014701431894
20131117 04:00,0.02697311802944923
20131117 05:00,0.026483311128115656
20131117 06:00,0.02792198343993422
20131117 07:00,0.028943260210485086
20131117 08:00,0.02896522656105525
20131117 09:00,0.029005788380635344
20131117 10:00,0.04572790498134587
20131117 11:00,0.22323220416576012
20131117 12:00,0.14139002446944263
20131117 13:00,0.1593738284653633
20131117 14:00,0.14579838045991117
20131117 15:00,0.21120093950925709
20131117 16:00,0.19529766524621509
20131117 17:00,0.20105449660312302
20131117 18:00,0.18092637721544447
20131117 19:00,0.16565242182927387
20131117 20:00,0.18176269335518247
20131117 21:00,0.11334145275148261
20131117 22:00,0.07935597939899487
20131117 23:00,0.07029275290022541
20131118 00:00,0.04928918919583673
20131118 01:00,0.08245326254942112
20131118 02:00,0.05713368977873565
20131118 03:00,0.07771072563528766
20131118 04:00,0.07634072821068974
20131118 05:00,0.05149757613994352
20131118 06:00,0.06533990241717183
20131118 07:00,0.051581936396428135
20131118 08:00,0.044744729738167094
20131118 09:00,0.09750894897748608
20131118 10:00,0.08655464366202031
20131118 11:00,0.14678295575235129
20131118 12:00,0.02633478111435854
20131118 13:00,0.028438086561659536
20131118 14:00,0.027961529514088937
20131118 15:00,0.025970836776849117
20131118 16:00,0.06500865449860943
20131118 17:00,0.2307849394641598
20131118 18:00,0.3130828453367796
20131118 19:00,0.09561370279943242
20131118 20:00,0.06361803275719641
20131118 21:00,0.2557058656550196
20131118 22:00,0.42574619081328247
20131118 23:00,0.404069627371901
20131119 00:00,0.37519386537072436
20131119 01:00,0.36467866380467895
20131119 02:00,0.49005510244131084
20131119 03:00,0.4643815435827902
20131119 04:00,0.172135938485319
20131119 05:00,0.05794595910860855
20131119 06:00,0.0932745678218251
20131119 07:00,0.09382469119755368
20131119 08:00,0.15369893186829436
20131119 09:00,0.1153698478501036
20131119 10:00,0.08767717373420578
20131119 11:00,0.06830691756874448
20131119 12:00,0.11693798218049917
20131119 13:00,0.5228223910506509
20131119 14:00,0.775177050016414
20131119 15:00,0.8800997704660963
20131119 16:00,0.7770347324231756
20131119 17:00,0.8986987540498386
20131119 18:00,0.8566503472773858
20131119 19:00,0.5514935748368999
20131119 20:00,0.030047242040836808
20131119 21:00,0.17149601961129213
20131119 22:00,0.48688975340256024
20131119 23:00,0.7034919771184456
20131120 00:00,0.15920077311416003
20131120 01:00,0.1256473382076174
20131120 02:00,0.04752340108881467
20131120 03:00,0.16081324002170355
20131120 04:00,0.26076671115658473
20131120 05:00,0.17040058446647405
20131120 06:00,0.11862668320895897
20131120 07:00,0.08149339216798755
20131120 08:00,0.0990970972274369
20131120 09:00,0.26211219478140807
20131120 10:00,0.8237415769234104
20131120 11:00,0.68121330400718
20131120 12:00,0.4807165422923634
20131120 13:00,0.3416099299123345
20131120 14:00,0.3890815747876163
20131120 15:00,0.5433229447117012
20131120 16:00,0.4014853676003642
20131120 17:00,0.2854230863994777
20131120 18:00,0.27911195000240324
20131120 19:00,0.18912093054558762
20131120 20:00,0.18074735878419745
20131120 21:00,0.3958065161092857
20131120 22:00,0.5471091018486118
20131120 23:00,0.3191686878670703
20131121 00:00,0.33302283463287224
20131121 01:00,0.11680818548728839
20131121 02:00,0.017663930389999388
20131121 03:00,0.02312371383741739
20131121 04:00,0.02548491465313514
20131121 05:00,0.05596001555058977
20131121 06:00,0.0865399537773906
20131121 07:00,0.2257686356359926
20131121 08:00,0.34526777303147993
20131121 09:00,0.35081658845164243
20131121 10:00,0.4876190505323771
20131121 11:00,0.5698747047455947
20131121 12:00,0.46753579814417845
20131121 13:00,0.5885335165673914
20131121 14:00,0.7765677899919753
20131121 15:00,0.3985161567033385
20131121 16:00,0.35030249929347507
20131121 17:00,0.20545729567122403
20131121 18:00,0.23571011588290525
20131121 19:00,0.16186372635433105
20131121 20:00,0.19772286727174565
20131121 21:00,0.2130815581095853
20131121 22:00,0.22513992949445089
20131121 23:00,0.08403339481637458
20131122 00:00,0.3066535954493547
20131122 01:00,0.2612258272353933
20131122 02:00,0.15267411671936743
20131122 03:00,0.13249021414529508
20131122 04:00,0.16156517520201094
20131122 05:00,0.19785786149257859
20131122 06:00,0.35354413065035184
20131122 07:00,0.3644122234754656
20131122 08:00,0.3869538672626282
20131122 09:00,0.5198386011440964
20131122 10:00,0.5731181904917224
20131122 11:00,0.6042678829910458
20131122 12:00,0.6811657742627727
20131122 13:00,0.5336813868662186
20131122 14:00,0.27605455079058855
20131122 15:00,0.39689203594891276
20131122 16:00,0.3248447668075997
20131122 17:00,0.39360369656581534
20131122 18:00,0.3928326189813465
20131122 19:00,0.43515129762308447
20131122 20:00,0.3708501048252576
20131122 21:00,0.3954120448643617
20131122 22:00,0.23243377938135668
20131122 23:00,0.22264657687102996
20131123 00:00,0.29110672919001485
20131123 01:00,0.144845305283758
20131123 02:00,0.23309160785788108
20131123 03:00,0.15106054473290423
20131123 04:00,0.14094020569608084
20131123 05:00,0.14573495222670194
20131123 06:00,0.0856385644089696
20131123 07:00,0.10842530551949561
20131123 08:00,0.1697525013611414
20131123 09:00,0.3752827662454895
20131123 10:00,0.2956698249495866
20131123 11:00,0.47720881706357743
20131123 12:00,0.48054948304240014
20131123 13:00,0.7790121751433394
20131123 14:00,0.5379241530746977
20131123 15:00,0.481565498702734
20131123 16:00,0.5922344454345535
20131123 17:00,0.497827458978424
20131123 18:00,0.3209956975568636
20131123 19:00,0.4165293634964242
20131123 20:00,0.5121823956144299
20131123 21:00,0.5128496378084579
20131123 22:00,0.541648287068199
20131123 23:00,0.3250774399424734
20131124 00:00,0.24186733232170962
20131124 01:00,0.040449931067694754
20131124 02:00,0.01977328165107833
20131124 03:00,0.02070638809469261
20131124 04:00,0.02286485088982478
20131124 05:00,0.027314568655429312
20131124 06:00,0.038877132418932044
20131124 07:00,0.032812710682728494
20131124 08:00,0.032220675531114205
20131124 09:00,0.034906948408230505
20131124 10:00,0.06621576480046593
20131124 11:00,0.21079364783152477
20131124 12:00,0.1947484169651748
20131124 13:00,0.2371388355976904
20131124 14:00,0.35332515209634663
20131124 15:00,0.352757692670768
20131124 16:00,0.23644371241863435
20131124 17:00,0.28972331471967305
20131124 18:00,0.3308628153935067
20131124 19:00,0.33735237935077583
20131124 20:00,0.26652049089312946
20131124 21:00,0.37735214183348337
20131124 22:00,0.45238719646297015
20131124 23:00,0.24524188124034949
20131125 00:00,0.17656895232350786
20131125 01:00,0.19208247690448976
20131125 02:00,0.060626291593103294
20131125 03:00,0.01215469926339035
20131125 04:00,0.028704925330912144
20131125 05:00,0.023942471002049538
20131125 06:00,0.027183086547872742
20131125 07:00,0.029013584527978253
20131125 08:00,0.029008464269052632
20131125 09:00,0.029003433527869733
20131125 10:00,0.073462455025535
20131125 11:00,0.024622253836033923
20131125 12:00,0.038661178156226314
20131125 13:00,0.12988271527578793
20131125 14:00,0.27692395950128385
20131125 15:00,0.5450323391819227
20131125 16:00,0.8147045910364437
20131125 17:00,0.8501012038384315
20131125 18:00,0.8832993045268891
20131125 19:00,0.9161340371812531
20131125 20:00,0.8681119804361289
20131125 21:00,0.8228316262919726
20131125 22:00,0.752392643239171
20131125 23:00,0.2387656945777563
20131126 00:00,0.019401634533392394
20131126 01:00,0.09224883573654893
20131126 02:00,0.0017153308517908646
20131126 03:00,0.02159215183819217
20131126 04:00,0.02790367478485841
20131126 05:00,0.027213623571424102
20131126 06:00,0.028794736698029875
20131126 07:00,0.0290724184001848
20131126 08:00,0.029067371453468174
20131126 09:00,0.029062303979975015
20131126 10:00,0.02905726763972903
20131126 11:00,0.051010493828500314
20131126 12:00,0.16797403307960126
20131126 13:00,0.42132992472479325
20131126 14:00,0.5332439451574071
20131126 15:00,0.7616882263215228
20131126 16:00,0.903198081010285
20131126 17:00,0.8470472493724208
20131126 18:00,0.9127330335772239
20131126 19:00,0.9323525696942956
20131126 20:00,0.8872580310355564
20131126 21:00,0.8634934326144533
20131126 22:00,0.7675564597076631
20131126 23:00,0.8007619096409957
20131127 00:00,0.703929710338258
20131127 01:00,0.7253204473509
20131127 02:00,0.6299209846482835
20131127 03:00,0.577200147665502
20131127 04:00,0.35615714197154424
20131127 05:00,0.5161545018881764
20131127 06:00,0.46585288015127196
20131127 07:00,0.42871972754751125
20131127 08:00,0.4392303613178761
20131127 09:00,0.39577073022569537
20131127 10:00,0.24855006509865785
20131127 11:00,0.12350867037358296
20131127 12:00,0.48298766327312015
20131127 13:00,0.3119366330521793
20131127 14:00,0.3198965559673076
20131127 15:00,0.3442819771611116
20131127 16:00,0.0826017440722344
20131127 17:00,0.006169998120168191
20131127 18:00,0.02757731534077762
20131127 19:00,0.01951226860127022
20131127 20:00,0.0750583515814823
20131127 21:00,0.08733198263901229
20131127 22:00,0.013990571155832056
20131127 23:00,0.09809030153114576
20131128 00:00,0.20783113314880597
20131128 01:00,0.27530465874624693
20131128 02:00,0.4946797476530828
20131128 03:00,0.7847808284367592
20131128 04:00,0.4300608105476657
20131128 05:00,0.15752444017302716
20131128 06:00,0.4077462330390609
20131128 07:00,0.569499228876577
20131128 08:00,0.5433298810736235
20131128 09:00,0.46537587442940676
20131128 10:00,0.2876799679421963
20131128 11:00,0.15576875837542392
20131128 12:00,0.16770202171773993
20131128 13:00,0.14352761131867867
20131128 14:00,0.3647886321308905
20131128 15:00,0.813649368292433
20131128 16:00,0.6317712040859961
20131128 17:00,0.9849352469635314
20131128 18:00,0.9324042249808748
20131128 19:00,0.939826795466332
20131128 20:00,0.9427816063694139
20131128 21:00,0.922959662427685
20131128 22:00,0.932928698087261
20131128 23:00,0.9196041840742364
20131129 00:00,0.8915631852657142
20131129 01:00,0.8556777436921168
20131129 02:00,0.8396290869286929
20131129 03:00,0.6274563256578873
20131129 04:00,0.3444667584413235
20131129 05:00,0.3117557592574632
20131129 06:00,0.3792567881069546
20131129 07:00,0.3546894324533266
20131129 08:00,0.3637389067715301
20131129 09:00,0.3683975858430002
20131129 10:00,0.48259234328305256
20131129 11:00,0.6308766734919591
20131129 12:00,0.6774592553536151
20131129 13:00,0.6627200752494964
20131129 14:00,0.6908720363509001
20131129 15:00,0.6033733756018077
20131129 16:00,0.7637022638212972
20131129 17:00,0.859826473018819
20131129 18:00,0.834347290503516
20131129 19:00,0.7956585651272277
20131129 20:00,0.9387521437995896
20131129 21:00,0.9258504090786895
20131129 22:00,0.8942054619483583
20131129 23:00,0.9000709270927855
20131130 00:00,0.9181633847790337
20131130 01:00,0.8798932034933957
20131130 02:00,0.8533949645716481
20131130 03:00,0.8648208028304564
20131130 04:00,0.6988420878921898
20131130 05:00,0.3548424902679748
20131130 06:00,0.4024984345132412
20131130 07:00,0.34791447597382336
20131130 08:00,0.46399032088741166
20131130 09:00,0.5982393635613978
20131130 10:00,0.6995565454172046
20131130 11:00,0.5358845265174653
20131130 12:00,0.49936402739039654
20131130 13:00,0.6790135995689124
20131130 14:00,0.904060843621373
20131130 15:00,0.9511414195653687
20131130 16:00,0.9368738925415784
20131130 17:00,0.9406359716071029
20131130 18:00,0.9103628659526457
20131130 19:00,0.9386606217824074
20131130 20:00,0.8942899970557121
20131130 21:00,0.9352273780350555
20131130 22:00,0.9079912541592373
20131130 23:00,0.8868966389307369
20131201 00:00,0.7110323117677672
